,Date,ID,Tweet,word_count,char_count,stopwords,hastags,numerics,upper,sentiment,Polarity_Rating
48,10/05/2020 02:48,1.38e+18,everyones protest farmersprotests farmlaws_deathwarrant httpstcol5rkdm0gme,9,118,1,4,0,0,0.0,Neutral
49,11/05/2020 02:48,1.38e+18,encouraged established religious harmony nation,12,104,4,2,0,0,0.0,Neutral
50,12/05/2020 02:49,1.38e+18,stop targeting nation know real enemy nation godi medium paid puppet modi httpstco5tctbxshzj,29,196,12,2,0,0,0.2,Positive
51,13/05/2020 02:49,1.38e+18,want government stop spreading hatred repeal antifarmer law soon possible repeal black farm law nstomar httpstcob2wqdcq7hj,28,214,6,2,0,1,-0.08333333333333333,Negative
52,14/05/2020 02:50,1.38e+18,modi agenda sell india create divided nation filled hate minority surpressed including hindu minority aka lower caste folk congress destroyed sikh bjps agenda far scarier nnstophateagainstfarmersnfarmersprotest httpstco8ozyhvxj6j,38,290,10,0,0,1,-0.10000000000000002,Negative
53,15/05/2020 02:50,1.38e+18,rakhitripathi protest every citizen secular india limited sikh haryanvis india every hindu muslim sikh,26,161,9,1,0,0,-0.07142857142857142,Negative
54,16/05/2020 02:50,1.38e+18,time show unity real broker nation bjpnstand rightsnfarmersprotestn foodnstophateagainstfarmers httpstcofr3iez1z7w,30,195,10,0,0,0,0.2,Positive
55,17/05/2020 02:51,1.38e+18,iamonir r doin rally wb wake thr r sum dumbtards wholl vote fr themsuch unfortunate situationwots wrong wid supporter cant understand khalistaanis like kanhaiya terrorist theyd hv jail,48,292,15,1,0,2,-0.3666666666666667,Negative
56,18/05/2020 02:51,1.38e+18,know india continue live die debt like ambaniadani get richer! fairnnstophateagainstfarmersnfarmersprotestngobackmodi httpstcoawkylwgj5i,26,209,9,0,0,0,0.17045454545454544,Positive
57,19/05/2020 02:51,1.38e+18,according hater renamed khalistanis ud83dude02ud83dude02ud83dude02 onwards dictionary word exist,25,205,10,2,0,0,0.0,Neutral
58,20/05/2020 02:52,1.38e+18,morning hooka ghor political conversation elder !nhookajeevi nnkisansocialarmy httpstco41eg6fyj2q,16,149,1,1,0,0,0.0,Neutral
59,21/05/2020 02:52,1.38e+18,planted seed love busy spreading hate lie httpstcojezbj8pmrb,17,143,3,2,0,0,-0.0666666666666667,Negative
60,22/05/2020 02:52,1.38e+18,could people hate soul religion hard work feed nation unbelievable stop hating support agitation httpstcokajhamfc0e,28,224,8,2,0,6,-0.44722222222222224,Negative
61,23/05/2020 02:53,1.38e+18,instead listening want govt trying everything suppress voice govt trying hide! u0938u0930u0915u093eu0930_msp_u0915u0947u0902u0926u094du0930_u0916u094bu0932u094b desh_ka_gaddar_rss gobackmodi httpstcobdkdkj0qyo,34,347,12,5,0,0,0.0,Neutral
62,24/05/2020 02:53,1.38e+18,come believe indeed u201carguingu201d modi cell see reason logic would theyu2019re getting paid like 2 rupee per tweet nnjust report twitter twitterindia sgpcamritsar teamsaath officialdsgmc,44,294,13,1,1,3,0.0,Neutral
63,25/05/2020 02:54,1.38e+18,one like outside comfort home let along 4 long month braving frigid cold rain heat total respect standing right navjammu jerryto67518302 goldyguron 4920_bullet httpstcojv8hh1acft,46,304,17,2,1,0,-0.21071428571428572,Negative
64,26/05/2020 02:54,1.38e+18,stophateagainstfarmersnfarming occupation limited religion castnfarmersprotest,15,111,8,1,0,0,-0.07142857142857142,Negative
65,27/05/2020 02:54,1.38e+18,hate cant divide u break u thing govt must understand u0938u0930u0915u093eu0930_msp_u0915u0947u0902u0926u094du0930_u0916u094bu0932u094b desh_ka_gaddar_rss gobackmodi httpstco5iodejmv47,19,265,1,5,0,0,-0.8,Negative
66,28/05/2020 02:55,1.38e+18,someone thinking chair someone around punjab future punjab considered u0938u0930u0915u093eu0930_msp_u0915u0947u0902u0926u094du0930_u0916u094bu0932u094b httpstcopuhoz5jvww,22,267,8,3,0,0,0.0,Neutral
67,29/05/2020 02:55,1.38e+18,nation destroys soil destroys lung nation remember u0938u0930u0915u093eu0930_msp_u0915u0947u0902u0926u094du0930_u0916u094bu0932u094b desh_ka_gaddar_rss gobackmodi httpstco8n2qw9kd1w,24,293,6,5,0,2,0.0,Neutral
68,30/05/2020 02:55,1.38e+18,always give respect indian kisaan majdoor ekta zindabaad httpstcoahdxnlain2,15,136,1,2,0,0,0.0,Neutral
69,31/05/2020 02:56,1.38e+18,channsingh083 jot_sohal4 navneetkaursoh3 monajathoul gurpreet_pb02_ john_wick_pb65 __sandhu_saab harpree18078555 tractor2twitr sohi45554321 true ji nstophateagainstfarmersnfarmersprotest,14,201,0,0,0,0,0.35,Positive
70,01/06/2020 02:56,1.38e+18,interestingly perhaps altogether surprisingly people disregard one feed instead busy defending oppressorsu2014the scammer everyoneu2019s food httpstcobvemlfmqas,33,278,14,2,0,0,0.43333333333333335,Positive
71,02/06/2020 02:56,1.38e+18,meal ud83eudd57 ud83cudf5b thank nnspeak oppression indiannfarmersprotestnn 031409,19,142,6,0,0,1,0.0,Neutral
72,03/06/2020 02:57,1.38e+18,dont get protein body die soil fertile crop get value crop,30,134,16,0,0,0,0.0,Neutral
73,04/06/2020 02:57,1.38e+18,dil_di_awaz truenstophateagainstfarmersnfarmersprotest,3,60,0,0,0,0,0.0,Neutral
74,05/06/2020 02:58,1.38e+18,sikhexpo instagram posting support violence hindu bangladesh sikh bangladesh hinduphobia httpstcojsb2awo4ji httpstcoxrudjgivi1,19,177,5,4,0,0,0.0,Neutral
75,06/06/2020 02:58,1.38e+18,fair loser govt chose biased towards loser stophateagainstfarmersnfarmersprotest httpstcoc4slppfdxm,19,146,7,1,0,0,0.7,Positive
76,07/06/2020 02:58,1.38e+18,government want citizen well informed citizen r well informed start thinking government nothing donstophateagainstfarmers,28,205,12,0,0,0,0.0,Neutral
77,08/06/2020 02:59,1.38e+18,case crooked corporates always left free exploit profitable situation whereas beautiful innocent soul hammeredcrushed think stand httpstcozghpixzuj3,32,260,8,2,0,5,0.35,Positive
78,09/06/2020 02:59,1.38e+18,problem solved till datenmodi ready talk farmersnnstophateagainstfarmersnfarmersprotest httpstcoaa34bt2s1o,20,167,9,0,0,0,0.2,Positive
79,10/06/2020 02:59,1.38e+18,today need save oppression httpstcok06bhrcyyg,13,117,4,2,0,0,0.0,Neutral
80,11/06/2020 03:00,1.38e+18,struggling 4 month 300 killed sit quietly u0938u0930u0915u093eu0930_msp_u0915u0947u0902u0926u094du0930_u0916u094bu0932u094b httpstcoru3zqvxnuc,22,255,6,3,2,0,-0.1,Negative
81,12/06/2020 03:00,1.38e+18,modilies modisarkar corrupt repressive regime must overthrownnnfarmersprotest ud83cudf3eud83dude9cu270anpmmodi must stop ud83duded1 ud83dudc47nstophateagainstfarmers httpstcodxrfksy2mf httpstcooglr6hf0a4,18,241,2,2,0,0,-0.5,Negative
82,13/06/2020 03:01,1.38e+18,seeing courage double courage confident win war httpstcowoelfeoy8g,20,155,7,2,0,0,0.43333333333333335,Positive
83,14/06/2020 03:01,1.38e+18,fight hatred love u0938u0930u0915u093eu0930_msp_u0915u0947u0902u0926u094du0930_u0916u094bu0932u094b httpstcomirahpohy5,11,192,2,3,0,0,0.5,Positive
84,15/06/2020 03:01,1.38e+18,much hate facing oppression peace love still exists heart httpstcoidyovrrhkz,22,166,7,2,0,0,-0.15000000000000002,Negative
85,16/06/2020 03:02,1.38e+18,citizen india stop treating u like enemy food httpstco3oquyzs32v,18,138,3,2,0,0,0.0,Neutral
86,17/06/2020 03:02,1.38e+18,andhbhakts answer awaited!! ngobackmodi nu092eu094bu0926u0940_u091du0942u0920u093e_u0939u0948 nlielikemodi nnovoteto_liarmodi httpstcofow9jn29r9,10,186,0,0,0,0,0.0,Neutral
87,18/06/2020 03:02,1.38e+18,sandhu94717 stop lying farmersu270anstop insulting farmersu270anstop labelling tu00e9rru00f3ristu270anfarmersprotestnstophateagainstfarmers,12,166,3,0,0,0,-1.0,Negative
88,19/06/2020 03:03,1.38e+18,country government hate democracy u0938u0930u0915u093eu0930_msp_u0915u0947u0902u0926u094du0930_u0916u094bu0932u094b httpstco8mhyx9drty,17,235,7,3,0,0,-0.8,Negative
89,20/06/2020 03:03,1.38e+18,different blacklivesmatter people marginal trying protect right humanrights4indianfarmers dahgmahn almeidajugnu sssandhu1 morning_ag kristinatpan margaretatpan emilyatpa grassrootsintl grain_org httpstcopswm36dsjr,29,291,7,3,0,0,0.14285714285714285,Positive
90,21/06/2020 03:03,1.38e+18,jimsciutto mets talk,9,59,3,1,0,0,0.0,Neutral
91,22/06/2020 03:04,1.38e+18,well saidnnstophateagainstfarmersnfarmersprotest httpstcodycteum5jk,4,78,0,0,0,0,0.0,Neutral
92,23/06/2020 03:04,1.38e+18,hansrajmeena hate exists modi want make easy money selling corporate goon thrown sikh v hindu virus mixture distract people focusing real shit trying pullnnstophateagainstfarmersnfarmersprotest,47,292,19,0,0,1,-0.16666666666666669,Negative
93,24/06/2020 03:05,1.38e+18,system corrupt strictly profit driven driven serve best interest people nstophateagainstfarmers,24,155,10,0,0,1,0.25,Positive
94,25/06/2020 03:05,1.38e+18,farming job way life httpstcovlklr5imef,14,103,5,2,0,0,0.0,Neutral
95,26/06/2020 03:05,1.38e+18,farming job way life httpstco8jc63xu4et,14,87,7,1,0,0,0.0,Neutral
96,27/06/2020 03:06,1.38e+18,country changing sahib speechesbut reality country sold! desh_ka_gaddar_rss traitor always traitor u0938u0930u0915u093eu0930_msp_u0915u0947u0902u0926u094du0930_u0916u094bu0932u094b httpstcorh4bs8nenb,25,299,9,4,0,0,0.0,Neutral
97,28/06/2020 03:06,1.38e+18,know india continue live die debt like ambaniadani get richer! fairnnstophateagainstfarmersnfarmersprotest nstopasianhate stopaapihaten httpstcooibbcw40ff,29,230,9,1,0,0,0.17045454545454544,Positive
98,29/06/2020 03:06,1.38e+18,go back modinfarmersprotest nstophateagainstfarmers httpstcopvgbmibkxs,6,80,0,0,0,0,0.0,Neutral
99,30/06/2020 03:07,1.38e+18,pmoindia yes summer approaching care look living road protesting right since last 4 month even worse youve blocked road easy access sanitation facilitiesnpls,37,259,11,1,1,0,0.0638095238095238,Positive
100,01/07/2020 03:07,1.38e+18,khalsa mean purenfarmersprotest nstophateagainstfarmers httpstcod8qbz9pv0f,6,85,0,0,0,0,-0.3125,Negative
101,02/07/2020 03:07,1.38e+18,old thinking u27a1ufe0fthe old resultsnna drastic change required politic nnprabhgillmusicnnstophateagainstfarmersnfarmersprotest httpstcoo8cyzbtqw3,17,187,4,0,0,0,0.1,Positive
102,03/07/2020 03:08,1.38e+18,try sleep peacefully bed think sleeping roads!nnstophateagainstfarmersnfarmersprotest httpstcoecvwi4etyg,21,171,11,0,0,0,0.25,Positive
103,04/07/2020 03:08,1.38e+18,work day day worldud83cudf0fcan feed deserve much respectnnstophateagainstfarmersnfarmersprotest httpstcoqizwet0mze,17,162,5,0,0,0,0.2,Positive
104,05/07/2020 03:09,1.38e+18,stop creating nuisance innocent people u2018s nia harassing innocent people disgusting ud83dude21ud83eudd2c r nstophateagainstfarmers httpstcol1czvcyaa0,23,211,3,0,0,1,0.0,Neutral
105,06/07/2020 03:09,1.38e+18,stop judging nstop calling name nstop labelling terrorist antinationalists maoist nnfeel pain theyu2019re going stu otherwise! nnstophateagainstfarmers,26,226,7,0,0,1,0.0,Neutral
106,07/07/2020 03:09,1.38e+18,rapist criminal sitting parliament considered terroristthey need sympathy entitled respect peaceloving longestrunning protest indianfarmersprotestnfarmersnstophateagainstfarmers,34,268,16,0,0,0,-0.4,Negative
107,08/07/2020 03:10,1.38e+18,realhimanshi supportfarmers backblackbill,9,82,3,3,0,0,0.0,Neutral
108,09/07/2020 03:10,1.38e+18,another lie government chokidar spread godi media!! tractor2twitr nstophateagainstfarmersnfarmersprotest httpstcox2xzbo5n0l,18,163,5,0,0,1,0.0,Neutral
109,10/07/2020 03:10,1.38e+18,stand,4,20,0,0,0,1,0.0,Neutral
110,11/07/2020 03:11,1.38e+18,know india continue live die debt like ambaniadani get richer! fairnnstophateagainstfarmersnfarmersprotest httpstcostla0htbwc,26,196,9,0,0,0,0.17045454545454544,Positive
111,12/07/2020 03:11,1.38e+18,suffered n vote ud83duddf3 nnu0938u0930u0915u093eu0930_msp_u0915u0947u0902u0926u094du0930_u0916u094bu0932u094bnstophateagainstfarmersnfarmersprotest httpstcojetqzgylwy,16,238,5,0,0,0,0.0,Neutral
112,13/07/2020 03:11,1.38e+18,attention! log in! vikramj46744401 navneet_tweets_ kaur_sawera jindkaur11 navneetkaursoh3 navneet29378806 sssandhu1 rumpannu rupikaur_ rinky26 mahapanchayatrevolution httpstcoy13x4cgxde,19,229,0,2,0,2,0.0,Neutral
113,14/07/2020 03:12,1.38e+18,repeal 3 lawsnensure msp nstop name calling nnstophateagainstfarmers httpstcoqk1sj3u6sx,16,143,3,0,1,1,0.0,Neutral
114,15/07/2020 03:12,1.38e+18,httpstcowydqt3xbu4njust listen one time plz ud83dudc46ud83dudc46nindijaswaloye nravishndtv,9,123,0,0,0,0,0.0,Neutral
115,16/07/2020 03:13,1.38e+18,4 monthsnfaced extreme weather conditionsnwitnessed 300 deathsnnplease dont fall false propaganda made anyonen stophateagainstfarmersnfarmersprotest httpstcozdh8ixsfoa,21,212,5,1,1,0,-0.20833333333333337,Negative
116,17/07/2020 03:13,1.38e+18,treat dignityndont treat enemiesnnfarmersprotestnstophateagainstfarmers httpstcodtyfshgol8,10,126,3,0,0,0,0.0,Neutral
117,18/07/2020 03:13,1.38e+18,mahuamoitra westbengal bengal ppl need wake stay antinational r bjpnand westbengal nandigram ppl forget personal issue nstophateagainstfarmers httpstcob0x9u1zkj1,27,236,6,4,0,1,0.0,Neutral
118,19/07/2020 03:14,1.38e+18,met violence hatred since beginning one deserve respect anndatas navjammu ahluwaliaa2 jaswind42704842 sachin88617922 bindughuman farmers48334430 ravdeepkaura httpstco7gvn7g0vts,36,304,15,2,0,0,0.0,Neutral
119,20/07/2020 03:14,1.38e+18,pmoindia forcing ruin talent aha moment fighting right losing life right nose delhi nnfarmersprotestnstophateagainstfarmers,36,235,17,0,0,0,0.2857142857142857,Positive
120,21/07/2020 03:14,1.38e+18,hanumanbeniwal rlpindiaorg go site,8,62,1,1,0,0,0.0,Neutral
121,22/07/2020 03:15,1.38e+18,mandeeppunia1 haryana punjabnnu092au0902u091cu093eu092c_u0939u0930u093fu092fu093eu0923u093e_u092fu0942u092au0940_u0930u093eu091cu0938u094du0925u093eu0928_u090fu0915u0924u093e_u091cu093fu0902u0926u093eu092cu093eu0926 nunited standndivided fall httpstconh9wmdvxgi,13,340,1,1,0,0,0.0,Neutral
122,23/07/2020 03:15,1.38e+18,latest number show 30 die suicide everyday countrynnin 2019around 10281 people engaged farming committed suicide,22,146,5,0,2,0,0.15,Positive
123,24/07/2020 03:16,1.38e+18,cityofvancouver morning httpstcozarabkety3,9,99,1,2,0,0,0.0,Neutral
124,25/07/2020 03:16,1.38e+18,pm modi andhbhakats please learn thing two farmersnthey asking nothing rightfully their!!! please nstophateagainstfarmers httpstcoxs19rwp8ui,28,214,11,0,0,1,0.0,Neutral
125,26/07/2020 03:16,1.38e+18,wake discover house stayed river flowing right front nnovotetobjp httpstcoq6kfjbdtj7,23,152,9,0,0,0,0.2857142857142857,Positive
126,27/07/2020 03:17,1.38e+18,farmersprotestnboycott bollywood listen httpstcoq4rqfksotynnstophateagainstfarmers,6,96,1,1,0,0,0.0,Neutral
127,28/07/2020 03:17,1.38e+18,u0938u0930u0915u093eu0930_msp_u0915u0947u0902u0926u094du0930_u0916u094bu0932u094bnstophateagainstfarmersnfarmersprotestnthe demanded rightsnthat trouble befalls farmersnthese terroristsnit nurture country httpstcoumw5ycocrf,17,284,5,1,0,0,-0.2,Negative
128,29/07/2020 03:17,1.38e+18,repeal black law nkeep supporting httpstcol3sx49afmu,9,104,1,2,0,0,0.04166666666666667,Positive
129,30/07/2020 03:18,1.38e+18,farming job way lifenfarmersprotest httpstcodfcbzci0ou,13,88,7,0,0,0,0.0,Neutral
130,31/07/2020 03:18,1.38e+18,well saidnfarmersprotest nstophateagainstfarmers httpstcoqvxujuijyh,5,77,0,0,0,0,0.0,Neutral
131,01/08/2020 03:18,1.38e+18,planted seed love busy spreading hate lie nnstophateagainstfarmersnfarmersprotest httpstcoh7pjk0wzkj,17,172,3,1,0,0,-0.0666666666666667,Negative
132,02/08/2020 03:19,1.38e+18,monopoly system worst method cancel black lawnstophateagainstfarmers nnkeep supporting httpstcoxgkc3bagbv,16,147,3,1,0,0,-0.3055555555555556,Negative
133,03/08/2020 03:19,1.38e+18,repeal 3 lawsnensure msp nstop name calling nnstophateagainstfarmers httpstcoxhg3aytvtz,16,143,3,0,1,1,0.0,Neutral
134,04/08/2020 03:20,1.38e+18,gobackmodinreality modis new india ngobackmodinfarmersprotest httpstco3fh95k87fr,8,96,1,1,0,0,0.13636363636363635,Positive
135,05/08/2020 03:20,1.38e+18,kisanektamorcha thankful hateful farmernwe eat growsnstophateagainstfarmers,14,129,4,0,0,0,0.0,Neutral
136,06/08/2020 03:20,1.38e+18,hate exists modi want make easy money selling corporate goon thrown sikh v hindu virus mixture distract people focusing real shit trying pullnnstophateagainstfarmersnfarmersprotest httpstco1z1r99ifgt,47,302,19,0,0,1,-0.16666666666666669,Negative
137,07/08/2020 03:21,1.38e+18,repeal 3 lawsnensure msp nstop name calling nnstophateagainstfarmers httpstcotrltpthjdz,16,143,3,0,1,1,0.0,Neutral
138,08/08/2020 03:21,1.38e+18,rakhitripathi godi medium called netas fascist regime need nstop lying farmersnstop insulting farmersnstop labelling tu00e9rru00f3ristnfarmersprotestnstophateagainstfarmers,26,226,11,0,0,0,-1.0,Negative
139,09/08/2020 03:21,1.38e+18,come support nlong live humanity nstophateagainstfarmers httpstcouxrgn6g4ou,11,105,1,1,0,0,0.13636363636363635,Positive
140,10/08/2020 03:22,1.38e+18,donu2019t anything anyonenthey feed people assaulted nthey fighting right nn stophateagainstfarmersnfarmersprotest httpstcobdeyunk019,24,206,10,1,0,0,0.2857142857142857,Positive
141,11/08/2020 03:22,1.38e+18,ridiculous! nnkeep amplifying voices! nnstophateagainstfarmersnfarmersprotest httpstcop2khgr9iyf,8,115,1,0,0,0,-0.5208333333333333,Negative
142,12/08/2020 03:22,1.38e+18,backbone !nstophateagainstfarmers,7,70,2,0,0,0,0.0,Neutral
143,13/08/2020 03:23,1.38e+18,nation destroys soil destroys lung nation remember httpstcoof1agaytvg,21,163,6,2,0,2,0.0,Neutral
144,14/08/2020 03:23,1.38e+18,unity fear anti nation fascist httpstcoysmc1ivxrw,14,122,4,2,0,0,0.0,Neutral
